config,pt_min,pt_max,pt_center,y_ee,e_ee,y_eeg,e_eeg,raw_eeg,pol2_eeg,eeg_over_ee,ee_over_eeg,fit_mean,fit_sigma,fit_chi2,fit_ndf
pte04,1.2,1.5950000000000002,1.3975,2747.9829096683534,23.560736363191296,577.1489840301438,7.049105204833087,577.1489840301438,0.0,0.2100264095528157,4.761305981134378,0.13464764670236093,0.009085775443745234,1473.859237626288,86
pte04,1.6,1.995,1.7975,1518.4335409402847,9.619050077291726,357.87044641678585,3.4095443302474706,357.87044641678585,0.0,0.23568397086063828,4.2429699242945444,0.13662385111905065,0.009457992390245095,1767.3146989158602,86
pte04,2.0,2.495,2.2475,752.7439042124897,3.7088294802136224,208.4390077291464,1.4998196146535143,208.4390077291464,0.0,0.27690560702343037,3.611338935131729,0.13670845077395677,0.010465067363172521,2035.3529277388973,86
pte04,2.5,2.995,2.7475,261.4539169445634,1.168043887071121,76.84714603257362,0.5119242157313729,76.84714603257362,0.0,0.29392233603012985,3.40225929579401,0.13648803990591932,0.010386266435197843,2637.537298152544,86
pte04,3.0,3.995,3.4975,132.86793254502118,0.4438521470983349,45.58030909550507,0.22154900125347826,45.58030909550507,0.0,0.3430497353457394,2.915029212869555,0.13674818366024086,0.011106745162482601,2160.5249223636147,86
pte04,4.0,4.995,4.4975000000000005,24.1946428893134,0.07677231247595709,9.48985039658146,0.043916219330986855,9.48985039658146,0.0,0.39222940549261254,2.549528378026809,0.13719085883913623,0.012542448990697867,2747.928504460271,86
pte04,5.0,6.995,5.9975000000000005,8.151245875633322,0.02048046240179561,3.6072863179106207,0.012981164119134078,3.6072863179106207,0.0,0.44254416722895723,2.259661462180416,0.13708115839018134,0.013601061922806296,3182.1487460878543,86
pte04,7.0,9.995,8.497499999999999,1.2237944182488718,0.002735529793876226,0.5999727202970462,0.0019427221139465727,0.5999727202970462,0.0,0.4902561339963844,2.0397501033763197,0.1380231883760219,0.01571348193000355,3385.6978315607266,86
eid0,0.6,0.795,0.6975,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,0.8,1.195,0.9975,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,1.2,1.5950000000000002,1.3975,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,1.6,1.995,1.7975,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,2.0,2.495,2.2475,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,2.5,2.995,2.7475,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,3.0,3.995,3.4975,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,4.0,4.995,4.4975000000000005,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
eid0,5.0,6.995,5.9975000000000005,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,-999
